Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
46763999,07/06/2020 12:03:40 AM,07/06/2020 12:37:44 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,2255 CRESTON AVENUE,CRESTON AVENUE,EAST  182 STREET,EAST  183 STREET,EAST  182 STREET,EAST  183 STREET,,BRONX,CRESTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:37:46 AM,05 BRONX,2031710034,BRONX,1011518,251510,ONLINE,Unspecified,BRONX,,,,,,,,40.85696957961375,-73.901427152757,"(40.85696957961375, -73.901427152757)"
46757197,07/06/2020 12:03:41 AM,07/06/2020 12:44:11 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,555 EAST  178 STREET,EAST  178 STREET,MONTEREY AVENUE,LAFONTAINE AVENUE,MONTEREY AVENUE,LAFONTAINE AVENUE,,BRONX,EAST  178 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:44:14 AM,06 BRONX,2030610036,BRONX,1013441,248058,MOBILE,Unspecified,BRONX,,,,,,,,40.84748872272396,-73.89449061342629,"(40.84748872272396, -73.89449061342629)"
46762749,07/06/2020 12:03:43 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46760591,07/06/2020 12:03:46 AM,07/06/2020 12:27:53 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,1141 PRESIDENT STREET,PRESIDENT STREET,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,,BROOKLYN,PRESIDENT STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:27:55 AM,09 BROOKLYN,3012750072,BROOKLYN,997443,182715,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66817737432242,-73.95244277680793,"(40.66817737432242, -73.95244277680793)"
46757043,07/06/2020 12:03:46 AM,,MAYORâS OFFICE OF SPECIAL ENFORCEMENT,Mayorâs Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Store/Commercial,10457,273 EAST  176 STREET,EAST  176 STREET,CLAY AVENUE,ANTHONY AVENUE,CLAY AVENUE,ANTHONY AVENUE,,BRONX,EAST  176 STREET,,In Progress,,,,05 BRONX,2028020039,BRONX,1010740,248013,ONLINE,Unspecified,BRONX,,,,,,,,40.847373727319145,-73.90425341032298,"(40.847373727319145, -73.90425341032298)"
46761968,07/06/2020 12:03:47 AM,07/06/2020 12:32:01 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1548 UNIVERSITY AVENUE,UNIVERSITY AVENUE,CROSS BRONX EXPWY ET    1 C-D SB,FEATHERBED LANE,CROSS BRONX EXPWY ET    1 C-D SB,FEATHERBED LANE,,BRONX,UNIVERSITY AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:32:04 AM,05 BRONX,2028750045,BRONX,1005863,247474,MOBILE,Unspecified,BRONX,,,,,,,,40.84590761591326,-73.92188277478714,"(40.84590761591326, -73.92188277478714)"
46762820,07/06/2020 12:03:53 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,461 KINGSTON AVENUE,KINGSTON AVENUE,EMPIRE BOULEVARD,LEFFERTS AVENUE,EMPIRE BOULEVARD,LEFFERTS AVENUE,,BROOKLYN,KINGSTON AVENUE,,In Progress,,,,09 BROOKLYN,,BROOKLYN,1000126,180917,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66323786004712,-73.94277551863956,"(40.66323786004712, -73.94277551863956)"
46761153,07/06/2020 12:04:07 AM,07/06/2020 12:28:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10304,80 BURGUNDY LOOP,BURGUNDY LOOP,BEND,GREENFIELD AVENUE,BEND,GREENFIELD AVENUE,,STATEN ISLAND,BURGUNDY LOOP,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:28:48 AM,01 STATEN ISLAND,5028730072,STATEN ISLAND,962919,163499,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.61541773282971,-74.07683176068397,"(40.61541773282971, -74.07683176068397)"
46759058,07/06/2020 12:04:09 AM,07/06/2020 12:28:54 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,282 CROWN STREET,CROWN STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,,BROOKLYN,CROWN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:28:55 AM,09 BROOKLYN,3012970006,BROOKLYN,998004,182016,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.666257921455795,-73.95042194893492,"(40.666257921455795, -73.95042194893492)"
46766920,07/06/2020 12:04:10 AM,07/06/2020 12:08:54 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11433,177-06 BRINKERHOFF AVENUE,BRINKERHOFF AVENUE,177 STREET,178 STREET,177 STREET,178 STREET,,JAMAICA,BRINKERHOFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:08:56 AM,12 QUEENS,4102760032,QUEENS,1046007,193773,ONLINE,Unspecified,QUEENS,,,,,,,,40.69832340323748,-73.77728170420751,"(40.69832340323748, -73.77728170420751)"
46760933,07/06/2020 12:04:11 AM,,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11101,35-01 STEINWAY STREET,STEINWAY STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,,LONG ISLAND CITY,STEINWAY STREET,,In Progress,,,,01 QUEENS,4006690020,QUEENS,1005777,214318,ONLINE,Playground Thirty Five XXXV,QUEENS,,,,,,,,40.754903710639965,-73.92229990779285,"(40.754903710639965, -73.92229990779285)"
46764584,07/06/2020 12:04:15 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46760523,07/06/2020 12:04:16 AM,07/06/2020 12:33:20 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10463,3110 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,SUMMIT PLACE,SHRADY PLACE,SUMMIT PLACE,SHRADY PLACE,,BRONX,KINGSBRIDGE TERRACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:33:23 AM,08 BRONX,2032540005,BRONX,1011872,259034,MOBILE,Unspecified,BRONX,,,,,,,,40.87761955641205,-73.90011644259737,"(40.87761955641205, -73.90011644259737)"
46765677,07/06/2020 12:04:18 AM,07/06/2020 12:15:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11102,30-45 33 STREET,33 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,,ASTORIA,33 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,07/06/2020 04:15:42 AM,01 QUEENS,4006250028,QUEENS,1006204,217979,MOBILE,Unspecified,QUEENS,,,,,,,,40.76495116340993,-73.92074672873649,"(40.76495116340993, -73.92074672873649)"
46760380,07/06/2020 12:04:29 AM,07/06/2020 12:55:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,1399 GREENE AVENUE,GREENE AVENUE,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,,BROOKLYN,GREENE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:55:41 AM,04 BROOKLYN,3032900053,BROOKLYN,1007372,194692,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70103112565165,-73.91661031423794,"(40.70103112565165, -73.91661031423794)"
46763916,07/06/2020 12:04:32 AM,07/06/2020 12:29:10 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,349 CROWN STREET,CROWN STREET,NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,,BROOKLYN,CROWN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:29:13 AM,09 BROOKLYN,3012910001,BROOKLYN,998772,181968,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.666124945763144,-73.94765369880365,"(40.666124945763144, -73.94765369880365)"
46758178,07/06/2020 12:04:42 AM,07/06/2020 12:48:36 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11106,31-62 29 STREET,29 STREET,31 AVENUE,BROADWAY,31 AVENUE,BROADWAY,,ASTORIA,29 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:48:40 AM,01 QUEENS,4005790082,QUEENS,1004676,217497,ONLINE,Unspecified,QUEENS,,,,,,,,40.76363186067768,-73.92626422415442,"(40.76363186067768, -73.92626422415442)"
46767725,07/06/2020 12:04:47 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46766629,07/06/2020 12:04:51 AM,07/06/2020 12:36:31 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,11212,183 RIVERDALE AVENUE,RIVERDALE AVENUE,BRISTOL STREET,CHESTER STREET,BRISTOL STREET,CHESTER STREET,,BROOKLYN,RIVERDALE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:36:36 AM,16 BROOKLYN,3035880001,BROOKLYN,1009260,180045,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66082332458444,-73.90985559168234,"(40.66082332458444, -73.90985559168234)"
46758718,07/06/2020 12:04:56 AM,07/06/2020 12:31:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11213,1397 UNION STREET,UNION STREET,NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,,BROOKLYN,UNION STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:31:13 AM,09 BROOKLYN,3012700046,BROOKLYN,999318,182893,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66866295194231,-73.94568350893366,"(40.66866295194231, -73.94568350893366)"
46763409,07/06/2020 12:05:00 AM,07/06/2020 12:15:44 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11218,1413 36 STREET,36 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,,BROOKLYN,36 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:15:47 AM,12 BROOKLYN,3053500072,BROOKLYN,989298,172690,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64066933125848,-73.98181081744671,"(40.64066933125848, -73.98181081744671)"
46758771,07/06/2020 12:05:09 AM,07/06/2020 01:59:46 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,507 EAST  161 STREET,EAST  161 STREET,BROOK AVENUE,3 AVENUE,BROOK AVENUE,3 AVENUE,,BRONX,EAST  161 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:59:51 AM,03 BRONX,2023660037,BRONX,1009158,239155,MOBILE,Unspecified,BRONX,,,,,,,,40.82306569388586,-73.9100043480184,"(40.82306569388586, -73.9100043480184)"
46758437,07/06/2020 12:05:09 AM,07/06/2020 12:13:41 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10034,INWOOD HILL PARK,INWOOD HILL PARK,WEST  207 STREET,ISHAM STREET,WEST  207 STREET,ISHAM STREET,,NEW YORK,INWOOD HILL PARK,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:13:46 AM,12 MANHATTAN,1022552000,MANHATTAN,1004956,257142,ONLINE,Inwood Hill Park,MANHATTAN,,,,,,,,40.8724455362315,-73.92513113415541,"(40.8724455362315, -73.92513113415541)"
46755211,07/06/2020 12:05:12 AM,07/06/2020 12:18:22 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11209,425 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,BEND,5 AVENUE,BEND,5 AVENUE,,BROOKLYN,BAY RIDGE PARKWAY,,Closed,,The Police Department reviewed your complaint and provided additional information below.,07/06/2020 04:18:23 AM,10 BROOKLYN,3059300079,BROOKLYN,977540,168958,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63042468230183,-74.02417406503466,"(40.63042468230183, -74.02417406503466)"
46755070,07/06/2020 12:05:14 AM,07/06/2020 12:08:55 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,65 STREET,65 STREET,65 STREET,SHALER AVENUE,65 STREET,SHALER AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 04:08:57 AM,05 QUEENS,,QUEENS,1014237,195879,MOBILE,Unspecified,QUEENS,,,,,,,,40.70426855906694,-73.89184637126121,"(40.70426855906694, -73.89184637126121)"
46761892,07/06/2020 12:05:16 AM,07/06/2020 12:27:29 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,54 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,HARRISON PLACE,GRATTAN STREET,HARRISON PLACE,GRATTAN STREET,,BROOKLYN,KNICKERBOCKER AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,07/06/2020 04:27:32 AM,01 BROOKLYN,3030030012,BROOKLYN,1003432,196650,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70641479166431,-73.93081437325559,"(40.70641479166431, -73.93081437325559)"
46761149,07/06/2020 12:05:20 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46762926,07/06/2020 12:05:42 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,1723 MATTHEWS AVENUE,MATTHEWS AVENUE,VAN NEST AVENUE,KINSELLA STREET,VAN NEST AVENUE,KINSELLA STREET,,BRONX,MATTHEWS AVENUE,,In Progress,,,,11 BRONX,2040440015,BRONX,1022593,247273,ONLINE,Unspecified,BRONX,,,,,,,,40.84529913232002,-73.8614157118157,"(40.84529913232002, -73.8614157118157)"
46765887,07/06/2020 12:05:42 AM,07/06/2020 12:24:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,530 WEST  186 STREET,WEST  186 STREET,WASHINGTON TERRACE,AUDUBON AVENUE,WASHINGTON TERRACE,AUDUBON AVENUE,,NEW YORK,WEST  186 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:24:48 AM,12 MANHATTAN,1021560039,MANHATTAN,1003680,249562,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.85164363090948,-73.92976687459851,"(40.85164363090948, -73.92976687459851)"
46755503,07/06/2020 12:05:45 AM,07/06/2020 12:24:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11416,86 STREET,86 STREET,86 STREET,102 ROAD,86 STREET,102 ROAD,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/06/2020 04:24:30 AM,09 QUEENS,,QUEENS,1025018,187331,MOBILE,Unspecified,QUEENS,,,,,,,,40.680763204177765,-73.85301450763032,"(40.680763204177765, -73.85301450763032)"
46756765,07/06/2020 12:05:47 AM,07/06/2020 01:37:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,LINDEN BOULEVARD,LINDEN BOULEVARD,LINDEN BOULEVARD,NEW JERSEY AVENUE,LINDEN BOULEVARD,NEW JERSEY AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 05:37:43 AM,05 BROOKLYN,,BROOKLYN,1014820,179358,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.658920211959824,-73.88981862510757,"(40.658920211959824, -73.88981862510757)"
46766353,07/06/2020 12:05:51 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46760958,07/06/2020 12:06:09 AM,,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10466,DYRE AVENUE,DYRE AVENUE,DYRE AVENUE,EAST  233 STREET,DYRE AVENUE,EAST  233 STREET,,,,,In Progress,,,,12 BRONX,,BRONX,1030895,263280,ONLINE,Unspecified,BRONX,,,,,,,,40.88919344270751,-73.83129818365059,"(40.88919344270751, -73.83129818365059)"
46755646,07/06/2020 12:06:17 AM,07/06/2020 02:00:20 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,152 EAST  171 STREET,EAST  171 STREET,WYTHE PLACE,GRAND CONCOURSE,WYTHE PLACE,GRAND CONCOURSE,,BRONX,EAST  171 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/06/2020 02:00:00 AM,04 BRONX,2028330014,BRONX,1007999,245400,ONLINE,Unspecified,BRONX,,,,,,,,40.84020960889469,-73.91416984533421,"(40.84020960889469, -73.91416984533421)"
46766380,07/06/2020 12:06:24 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,In Progress,,,,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,,,,,,,,40.89238451539139,-73.8592161325675,"(40.89238451539139, -73.8592161325675)"
46756779,07/06/2020 12:06:25 AM,07/06/2020 12:12:20 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11106,33 STREET,33 STREET,33 STREET,35 AVENUE,33 STREET,35 AVENUE,,,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,07/06/2020 04:12:22 AM,01 QUEENS,,QUEENS,1004501,215219,ONLINE,Unspecified,QUEENS,,,,,,,,40.75737973976343,-73.9269028181317,"(40.75737973976343, -73.9269028181317)"
46762337,07/06/2020 12:06:27 AM,07/06/2020 12:33:34 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10468,WEBB AVENUE,WEBB AVENUE,WEST  197 STREET,RESERVOIR AVENUE,WEST  197 STREET,RESERVOIR AVENUE,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:33:38 AM,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,
46764550,07/06/2020 12:06:31 AM,07/06/2020 12:20:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11235,DUNNE COURT,DUNNE COURT,DUNNE COURT,EAST    7 STREET,DUNNE COURT,EAST    7 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/06/2020 04:20:28 AM,15 BROOKLYN,,BROOKLYN,994643,154216,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.589957369525976,-73.96257990881128,"(40.589957369525976, -73.96257990881128)"
